Name,Nationality,Weight,Frequency
Lucía,Argentina,7,49
Lucíi,Argentina,2,5
Lucíita,Argentina,2,3
Lul,Argentina,3,8
Luli,Argentina,7,44
Lulii,Argentina,2,3
Luliita,Argentina,2,6
Luz,Argentina,7,48
Luz Abril,Argentina,1,2
Luz Ariadna,Argentina,2,3
Luz Aylen,Argentina,2,5
Luz Aylén,Argentina,2,3
Luz Camila,Argentina,2,5
Luz Cande,Argentina,2,5
Luz Candela,Argentina,1,2
Luz Carolina,Argentina,2,3
Luz Catalina,Argentina,2,5
Luz Daiana,Argentina,2,3
Luz Elena,Argentina,2,5
Luz Emilia,Argentina,2,5
Luz Florencia,Argentina,1,2
Luz Guadalupe,Argentina,2,3
Luz Jazmin,Argentina,2,4
Luz Jazmín,Argentina,1,1
Luz Josefina,Argentina,3,7
Luz Juana,Argentina,2,4
Luz Julia,Argentina,2,4
Luz Lola,Argentina,2,5
Luz Lucía,Argentina,2,4
Luz Luli,Argentina,2,3
Luz Maia,Argentina,2,3
Luz Malena,Argentina,1,2
Luz Martina,Argentina,2,5
Luz Micaela,Argentina,3,8
Luz Mili,Argentina,2,4
Luz Mora,Argentina,2,4
Luz Natalia,Argentina,2,4
Luz Olivia,Argentina,2,4
Luz Rocio,Argentina,2,4
Luz Rocío,Argentina,3,7
Luz Sofia,Argentina,2,5
Luz Vicky,Argentina,2,3
Luz Violeta,Argentina,1,2
Mac,Argentina,2,5
Maca,Argentina,3,7
Macai,Argentina,3,9
Macaita,Argentina,3,8
Macarena,Argentina,8,58
Mai,Argentina,2,6
Maia,Argentina,6,42
Maiai,Argentina,2,5
Maiaita,Argentina,3,7
Mait,Argentina,3,9
Maitena,Argentina,7,54
Maitena Agustina,Argentina,3,7
Maitena Aylen,Argentina,2,5
Maitena Aylén,Argentina,2,6
Maitena Belén,Argentina,2,3
Maitena Brenda,Argentina,2,3
Maitena Candela,Argentina,1,1
Maitena Carolina,Argentina,2,3
Maitena Daiana,Argentina,2,3
Maitena Elena,Argentina,2,5
Maitena Emilia,Argentina,2,4
Maitena Florencia,Argentina,2,3
Maitena Isabela,Argentina,3,7
Maitena Jazmin,Argentina,2,5
Maitena Jazmín,Argentina,2,3
Maitena Jessica,Argentina,3,7
Maitena Julia,Argentina,2,3
Maitena Lola,Argentina,1,2
Maitena Lucía,Argentina,2,3
Maitena Luli,Argentina,1,2
Maitena Macarena,Argentina,3,8
Maitena Malena,Argentina,2,6
Maitena Mercedes,Argentina,2,6
Maitena Mia,Argentina,1,1
Maitena Mili,Argentina,2,3
Maitena Natalia,Argentina,2,5
Maitena Noelia,Argentina,2,3
Maitena Olivia,Argentina,2,3
Maitena Renata,Argentina,2,6
Maitena Rocio,Argentina,2,5
Maitena Rocío,Argentina,1,2
Maitena Sabrina,Argentina,1,2
Maitena Sol,Argentina,3,7
Maitena Violeta,Argentina,2,3
Maitena Zoe,Argentina,2,5
Maiti,Argentina,2,4
Maitita,Argentina,3,9
Mal,Argentina,3,11
Male,Argentina,3,7
Malei,Argentina,2,4
Maleita,Argentina,1,2
Malena,Argentina,6,39
Mar,Argentina,2,4
Mari,Argentina,3,8
Maria,Argentina,7,44
Maria Ariana,Argentina,2,3
Maria Aylen,Argentina,1,2
Maria Aylén,Argentina,1,2
Maria Brenda,Argentina,2,6
Maria Candela,Argentina,1,2
Maria Catalina,Argentina,2,5
Maria Elena,Argentina,2,4
Maria Florencia,Argentina,2,5
Maria Francesca,Argentina,2,3
Maria Guadalupe,Argentina,1,2
Maria Isabela,Argentina,2,5
Maria Jessica,Argentina,2,4
Maria Julia,Argentina,2,3
Maria Julieta,Argentina,2,5
Maria Lucia,Argentina,1,2
Maria Luz,Argentina,3,8
Maria Macarena,Argentina,2,3
Maria Maia,Argentina,2,4
Maria Malena,Argentina,2,5
Maria Martina,Argentina,2,4
Maria Milagros,Argentina,2,6
Maria Mora,Argentina,2,3
Maria Mía,Argentina,3,9
Maria Natalia,Argentina,2,3
Maria Noe,Argentina,2,5
Maria Noelia,Argentina,2,4
Maria Olivia,Argentina,2,5
Maria Pilar,Argentina,2,3
Maria Rocio,Argentina,2,4
Maria Sofia,Argentina,2,5
Maria Sofía,Argentina,2,5
Maria Victoria,Argentina,2,3
Maria Violeta,Argentina,3,7
Maria Zoe,Argentina,2,4
Marii,Argentina,2,5
Mariita,Argentina,2,6
Mart,Argentina,2,4
Marti,Argentina,3,7
Martina,Argentina,7,54
Martita,Argentina,2,5
Mer,Argentina,2,5
Merc,Argentina,2,3
Mercedes,Argentina,6,41
Mercedes Agustina,Argentina,2,5
Mercedes Alma,Argentina,1,1
Mercedes Antonella,Argentina,1,2
Mercedes Ariana,Argentina,1,2
Mercedes Aylen,Argentina,2,4
Mercedes Aylén,Argentina,2,4
Mercedes Belen,Argentina,3,7
Mercedes Bianca,Argentina,3,9
Mercedes Camila,Argentina,1,1
Mercedes Cande,Argentina,2,4
Mercedes Catalina,Argentina,2,5
Mercedes Cielo,Argentina,2,5
Mercedes Delfina,Argentina,2,5
Mercedes Jessica,Argentina,1,2
Mercedes Julieta,Argentina,1,2
Mercedes Lara,Argentina,1,1
Mercedes Lola,Argentina,3,7
Mercedes Lucia,Argentina,2,5
Mercedes Luli,Argentina,2,4
Mercedes Maia,Argentina,2,6
Mercedes Maitena,Argentina,1,2
Mercedes Malena,Argentina,2,5
Mercedes Martina,Argentina,1,2
Mercedes Mili,Argentina,1,2
Mercedes Mora,Argentina,1,2
Mercedes Mía,Argentina,2,3
Mercedes Nati,Argentina,2,3
Mercedes Olivia,Argentina,1,2
Mercedes Pilar,Argentina,2,6
Mercedes Sabrina,Argentina,2,6
Mercedes Sofía,Argentina,3,7
Mercedes Sol,Argentina,2,4
Mercedes Victoria,Argentina,1,2
Mercedes Zoe,Argentina,3,7
Merci,Argentina,2,6
Mercie,Argentina,3,8
Mercita,Argentina,3,10
Mercy,Argentina,1,2
Mia,Argentina,6,42
Mic,Argentina,2,5
Mica,Argentina,2,4
Micaela,Argentina,6,41
Micai,Argentina,3,9
Micaita,Argentina,2,6
Mil,Argentina,2,5
Mila,Argentina,2,4
Milagros,Argentina,7,46
Milagros Alma,Argentina,3,8
Milagros Ariadna,Argentina,2,3
Milagros Ariana,Argentina,1,2
Milagros Belén,Argentina,2,5
Milagros Bianca,Argentina,2,3
Milagros Candela,Argentina,2,5
Milagros Carolina,Argentina,2,3
Milagros Cielo,Argentina,3,7
Milagros Delfina,Argentina,2,4
Milagros Elena,Argentina,2,6
Milagros Florencia,Argentina,2,3
Milagros Guadalupe,Argentina,2,3
Milagros Isabela,Argentina,2,6
Milagros Jazmin,Argentina,2,3
Milagros Jessica,Argentina,2,6
Milagros Juana,Argentina,3,7
Milagros Julia,Argentina,3,8
Milagros Lara,Argentina,1,2
Milagros Lucía,Argentina,3,9
Milagros Maia,Argentina,1,1
Milagros Maitena,Argentina,2,4
Milagros Malena,Argentina,2,6
Milagros Maria,Argentina,1,1
Milagros Mercedes,Argentina,2,5
Milagros Mia,Argentina,2,4
Milagros Natalia,Argentina,2,6
Milagros Noe,Argentina,2,3
Milagros Rocio,Argentina,2,3
Milagros Rocío,Argentina,1,2
Milagros Sabrina,Argentina,1,2
Milagros Sofia,Argentina,2,4
Milagros Tini,Argentina,2,5
Milagros Valentina,Argentina,2,4
Milagros Violeta,Argentina,2,3
Milagros Zoe,Argentina,3,8
Milai,Argentina,2,5
Milaie,Argentina,2,6
Milaita,Argentina,3,7
Milay,Argentina,3,11
Mili,Argentina,7,47
Mili Antonella,Argentina,2,4
Mili Ariadna,Argentina,2,5
Mili Aylen,Argentina,2,3
Mili Aylén,Argentina,2,3
Mili Bianca,Argentina,1,2
Mili Brenda,Argentina,3,7
Mili Cande,Argentina,2,6
Mili Candela,Argentina,2,6
Mili Carolina,Argentina,2,4
Mili Cielo,Argentina,3,7
Mili Clara,Argentina,2,5
Mili Elena,Argentina,2,4
Mili Emilia,Argentina,2,6
Mili Emma,Argentina,2,5
Mili Jazmín,Argentina,1,2
Mili Jessica,Argentina,1,1
Mili Josefina,Argentina,2,5
Mili Juana,Argentina,2,3
Mili Lucia,Argentina,2,4
Mili Lucía,Argentina,1,2
Mili Luli,Argentina,3,9
Mili Luz,Argentina,2,4
Mili Maia,Argentina,2,6
Mili Maitena,Argentina,2,3
Mili Martina,Argentina,2,5
Mili Mia,Argentina,2,3
Mili Mora,Argentina,3,9
Mili Nati,Argentina,2,3
Mili Noe,Argentina,2,3
Mili Noelia,Argentina,1,1
Mili Paula,Argentina,2,4
Mili Pilar,Argentina,1,2
Mili Sofia,Argentina,2,3
Mili Sofía,Argentina,2,4
Mili Vicky,Argentina,2,3
Milii,Argentina,2,6
Miliita,Argentina,2,5
Mor,Argentina,2,5
Mora,Argentina,6,42
Mora Alma,Argentina,2,4
Mora Antonella,Argentina,2,5
Mora Ariadna,Argentina,2,6
Mora Aylen,Argentina,2,6
Mora Cande,Argentina,2,3
Mora Carolina,Argentina,2,4
Mora Catalina,Argentina,2,3
Mora Clara,Argentina,2,6
Mora Daiana,Argentina,2,4
Mora Elena,Argentina,2,5
Mora Emma,Argentina,2,6
Mora Guadalupe,Argentina,2,3
Mora Isabela,Argentina,2,3
Mora Jazmin,Argentina,2,4
Mora Jazmín,Argentina,2,3
Mora Jessica,Argentina,2,4
Mora Juana,Argentina,1,2
Mora Julia,Argentina,1,2
Mora Lara,Argentina,1,2
Mora Luz,Argentina,2,6
Mora Maia,Argentina,1,2
Mora Maitena,Argentina,2,4
Mora Maria,Argentina,2,4
Mora Micaela,Argentina,2,3
Mora Mía,Argentina,2,4
Mora Noelia,Argentina,1,2
Mora Olivia,Argentina,1,2
Mora Paula,Argentina,3,7
Mora Pilar,Argentina,1,1
Mora Renata,Argentina,1,1
Mora Sabrina,Argentina,2,6
Mora Sofía,Argentina,3,10
Mora Sol,Argentina,3,8
Mora Valentina,Argentina,2,5
Mora Victoria,Argentina,2,6
Morai,Argentina,3,7
Moraita,Argentina,2,4
Mía,Argentina,7,46
Nat,Argentina,2,6
Nata,Argentina,2,3
Natai,Argentina,3,7
Nataita,Argentina,3,8
Natalia,Argentina,7,45
Natalia Abril,Argentina,2,3
Natalia Agustina,Argentina,2,6
Natalia Aylen,Argentina,2,5
Natalia Aylén,Argentina,3,7
Natalia Belén,Argentina,2,3
Natalia Brenda,Argentina,2,3
Natalia Candela,Argentina,2,4
Natalia Clara,Argentina,3,8
Natalia Delfina,Argentina,3,9
Natalia Emilia,Argentina,2,5
Natalia Florencia,Argentina,2,3
Natalia Francesca,Argentina,2,4
Natalia Jazmin,Argentina,2,4
Natalia Jessica,Argentina,1,1
Natalia Josefina,Argentina,2,4
Natalia Julia,Argentina,2,5
Natalia Julieta,Argentina,2,3
Natalia Lola,Argentina,3,7
Natalia Lucia,Argentina,2,5
Natalia Lucía,Argentina,2,4
Natalia Luz,Argentina,3,7
Natalia Macarena,Argentina,2,4
Natalia Maitena,Argentina,2,3
Natalia Martina,Argentina,2,4
Natalia Mercedes,Argentina,2,3
Natalia Mili,Argentina,2,4
Natalia Nati,Argentina,2,4
Natalia Noelia,Argentina,2,3
Natalia Paula,Argentina,1,2
Natalia Pilar,Argentina,1,2
Natalia Rocío,Argentina,2,5
Natalia Tini,Argentina,2,6
Natalia Valentina,Argentina,2,3
Natalia Vicky,Argentina,2,4
Natalia Violeta,Argentina,2,5
Nati,Argentina,6,41
Nati Agustina,Argentina,2,3
Nati Ariana,Argentina,3,8
Nati Belen,Argentina,3,8
Nati Belén,Argentina,3,9
Nati Bianca,Argentina,2,5
Nati Brenda,Argentina,2,3
Nati Clara,Argentina,2,3
Nati Daiana,Argentina,3,7
Nati Elena,Argentina,2,3
Nati Emilia,Argentina,2,4
Nati Emma,Argentina,2,4
Nati Florencia,Argentina,2,4
Nati Francesca,Argentina,2,3
Nati Jessica,Argentina,2,5
Nati Juana,Argentina,2,3
Nati Julia,Argentina,2,4
Nati Lola,Argentina,3,7
Nati Lucía,Argentina,3,8
Nati Luli,Argentina,2,5
Nati Luz,Argentina,2,3
Nati Maia,Argentina,1,2
Nati Malena,Argentina,2,5
Nati Maria,Argentina,2,5
Nati Micaela,Argentina,3,12
Nati Mili,Argentina,3,9
Nati Noe,Argentina,2,3
Nati Noelia,Argentina,2,4
Nati Paula,Argentina,2,5
Nati Renata,Argentina,2,5
Nati Sabrina,Argentina,1,2
Nati Sol,Argentina,2,5
Nati Tini,Argentina,2,3
Nati Violeta,Argentina,2,4
Nati Zoe,Argentina,2,3
Natii,Argentina,3,7
Natiita,Argentina,3,8
Noe,Argentina,7,51
Noel,Argentina,1,2
Noeli,Argentina,2,3
Noelia,Argentina,5,30
Noelia Agustina,Argentina,2,3
Noelia Aylén,Argentina,2,6
Noelia Belén,Argentina,2,3
Noelia Brenda,Argentina,3,8
Noelia Candela,Argentina,2,4
Noelia Carolina,Argentina,2,4
Noelia Catalina,Argentina,2,3
Noelia Cielo,Argentina,2,6
Noelia Daiana,Argentina,2,5
Noelia Florencia,Argentina,2,4
Noelia Francesca,Argentina,2,6
Noelia Jazmin,Argentina,2,3
Noelia Jessica,Argentina,1,2
Noelia Josefina,Argentina,2,3
Noelia Julia,Argentina,2,3
Noelia Lara,Argentina,2,6
Noelia Lola,Argentina,2,6
Noelia Lucia,Argentina,2,3
Noelia Lucía,Argentina,2,6
Noelia Luli,Argentina,1,1
Noelia Macarena,Argentina,2,4
Noelia Maitena,Argentina,2,5
Noelia Malena,Argentina,2,4
Noelia Maria,Argentina,1,2
Noelia Mili,Argentina,1,2
Noelia Mía,Argentina,2,3
Noelia Natalia,Argentina,2,3
Noelia Olivia,Argentina,2,4
Noelia Pilar,Argentina,2,3
Noelia Sabrina,Argentina,2,4
Noelia Sofia,Argentina,2,5
Noelia Tini,Argentina,1,2
Noelia Valentina,Argentina,2,5
Noelia Vicky,Argentina,2,6
Noelia Violeta,Argentina,2,4
Noelita,Argentina,3,7
Oli,Argentina,4,13
Oliv,Argentina,2,4
Olivi,Argentina,1,2
Olivia,Argentina,7,46
Olivita,Argentina,2,6
Pau,Argentina,3,7
Paul,Argentina,3,7
Paula,Argentina,7,53
Pauli,Argentina,2,6
Paulita,Argentina,2,5
Pil,Argentina,3,9
Pila,Argentina,2,4
Pilai,Argentina,2,5
Pilaie,Argentina,1,2
Pilaita,Argentina,2,6
Pilar,Argentina,6,37
Pilar Abril,Argentina,2,3
Pilar Antonella,Argentina,2,3
Pilar Ariana,Argentina,1,2
Pilar Aylén,Argentina,1,2
Pilar Carolina,Argentina,2,4
Pilar Elena,Argentina,2,4
Pilar Emilia,Argentina,2,4
Pilar Florencia,Argentina,3,8
Pilar Francesca,Argentina,2,3
Pilar Isabela,Argentina,1,1
Pilar Isabella,Argentina,2,6
Pilar Jazmin,Argentina,2,3
Pilar Jessica,Argentina,2,4
Pilar Juana,Argentina,1,2
Pilar Lara,Argentina,2,5
Pilar Lucía,Argentina,2,3
Pilar Luz,Argentina,2,3
Pilar Maia,Argentina,2,6
Pilar Maitena,Argentina,2,3
Pilar Malena,Argentina,2,5
Pilar Maria,Argentina,1,1
Pilar Martina,Argentina,2,4
Pilar Milagros,Argentina,2,6
Pilar Nati,Argentina,2,4
Pilar Noe,Argentina,1,2
Pilar Noelia,Argentina,2,5
Pilar Olivia,Argentina,2,4
Pilar Rocio,Argentina,3,10
Pilar Rocío,Argentina,2,5
Pilar Sofia,Argentina,2,6
Pilar Sol,Argentina,2,3
Pilar Tini,Argentina,2,4
Pilar Victoria,Argentina,1,2
Pilar Zoe,Argentina,1,1
Pilay,Argentina,2,6
Ren,Argentina,3,8
Rena,Argentina,2,4
Renai,Argentina,2,4
Renaita,Argentina,3,10
Renata,Argentina,6,42
Renata Agustina,Argentina,2,3
Renata Alma,Argentina,2,5
Renata Ariadna,Argentina,2,6
Renata Aylen,Argentina,3,9
Renata Camila,Argentina,2,3
Renata Candela,Argentina,1,2
Renata Cielo,Argentina,2,3
Renata Clara,Argentina,2,3
Renata Delfina,Argentina,2,5
Renata Emma,Argentina,1,1
Renata Francesca,Argentina,3,8
Renata Guadalupe,Argentina,2,4
Renata Lola,Argentina,2,6
Renata Lucia,Argentina,1,2
Renata Lucía,Argentina,2,4
Renata Macarena,Argentina,2,5
Renata Maia,Argentina,2,5
Renata Maitena,Argentina,2,5
Renata Maria,Argentina,2,3
Renata Mercedes,Argentina,2,4
Renata Micaela,Argentina,1,2
Renata Mora,Argentina,2,4
Renata Mía,Argentina,3,7
Renata Natalia,Argentina,3,9
Renata Noelia,Argentina,1,1
Renata Pilar,Argentina,2,3
Renata Rocio,Argentina,2,3
Renata Rocío,Argentina,2,3
Renata Sofia,Argentina,3,7
Renata Sol,Argentina,2,3
Renata Tini,Argentina,3,7
Renata Vicky,Argentina,2,3
Renata Violeta,Argentina,1,2
Renata Zoe,Argentina,1,1
Roc,Argentina,2,5
Roci,Argentina,3,10
Rocii,Argentina,2,5
Rociita,Argentina,1,1
Rocio,Argentina,6,41
Rocí,Argentina,2,6
Rocíi,Argentina,3,7
Rocíita,Argentina,3,8
Rocío,Argentina,8,58
Rocío Abril,Argentina,4,13
Rocío Aylen,Argentina,2,4
Rocío Belen,Argentina,2,5
Rocío Brenda,Argentina,3,7
Rocío Cande,Argentina,3,7
Rocío Cielo,Argentina,2,6
Rocío Clara,Argentina,2,5
Rocío Daiana,Argentina,2,5
Rocío Delfina,Argentina,2,4
Rocío Elena,Argentina,3,7
Rocío Emma,Argentina,2,4
Rocío Florencia,Argentina,2,6
Rocío Isabela,Argentina,2,4
Rocío Jazmin,Argentina,2,5
Rocío Josefina,Argentina,1,1
Rocío Julieta,Argentina,2,4
Rocío Malena,Argentina,2,4
Rocío Maria,Argentina,3,9
Rocío Mercedes,Argentina,3,8
Rocío Mia,Argentina,2,6
Rocío Mili,Argentina,2,6
Rocío Mora,Argentina,2,4
Rocío Mía,Argentina,2,3
Rocío Natalia,Argentina,2,3
Rocío Nati,Argentina,1,2
Rocío Noe,Argentina,2,5
Rocío Noelia,Argentina,1,1
Rocío Paula,Argentina,2,6
Rocío Pilar,Argentina,2,3
Rocío Renata,Argentina,2,3
Rocío Sabrina,Argentina,2,3
Rocío Sofía,Argentina,2,4
Rocío Tini,Argentina,2,6
Rocío Valentina,Argentina,2,4
Rocío Victoria,Argentina,2,3
Sab,Argentina,3,8
Sabr,Argentina,3,8
Sabri,Argentina,3,7
Sabrina,Argentina,7,44
Sabrita,Argentina,3,9
Sof,Argentina,2,5
Sofi,Argentina,2,6
Sofia,Argentina,7,50
Sofii,Argentina,3,7
Sofiita,Argentina,2,4
Sofí,Argentina,2,6
Sofía,Argentina,8,62
Sofíi,Argentina,3,8
Sofíita,Argentina,2,4
Sol,Argentina,6,39
Tin,Argentina,2,5
Tini,Argentina,6,42
Tini Agustina,Argentina,2,3
Tini Antonella,Argentina,1,1
Tini Aylen,Argentina,2,5
Tini Aylén,Argentina,1,1
Tini Belén,Argentina,2,3
Tini Brenda,Argentina,2,3
Tini Cande,Argentina,2,3
Tini Catalina,Argentina,1,2
Tini Clara,Argentina,2,4
Tini Delfina,Argentina,2,4
Tini Florencia,Argentina,2,6
Tini Guadalupe,Argentina,3,9
Tini Isabela,Argentina,2,3
Tini Jessica,Argentina,1,2
Tini Josefina,Argentina,1,2
Tini Juana,Argentina,2,3
Tini Lara,Argentina,1,1
Tini Lola,Argentina,2,6
Tini Lucía,Argentina,2,4
Tini Luz,Argentina,2,3
Tini Maia,Argentina,2,4
Tini Malena,Argentina,3,8
Tini Martina,Argentina,2,4
Tini Mia,Argentina,1,1
Tini Micaela,Argentina,2,3
Tini Milagros,Argentina,2,6
Tini Mili,Argentina,3,8
Tini Natalia,Argentina,3,8
Tini Nati,Argentina,2,3
Tini Olivia,Argentina,2,5
Tini Pilar,Argentina,2,3
Tini Renata,Argentina,2,4
Tini Rocio,Argentina,2,4
Tini Sol,Argentina,2,4
Tini Valentina,Argentina,1,2
Tinii,Argentina,3,7
Tiniita,Argentina,2,6
Val,Argentina,3,10
Vale,Argentina,3,10
Valei,Argentina,2,6
Valeita,Argentina,3,7
Valentina,Argentina,6,36
Vic,Argentina,3,8
Vick,Argentina,2,6
Vicki,Argentina,2,5
Vickie,Argentina,2,6
Vickita,Argentina,2,4
Vicky,Argentina,6,31
Vicky Abril,Argentina,2,4
Vicky Alma,Argentina,2,5
Vicky Ariana,Argentina,2,3
Vicky Aylen,Argentina,2,4
Vicky Aylén,Argentina,2,3
Vicky Belén,Argentina,2,4
Vicky Camila,Argentina,2,5
Vicky Candela,Argentina,1,2
Vicky Carolina,Argentina,2,6
Vicky Clara,Argentina,1,2
Vicky Daiana,Argentina,1,2
Vicky Delfina,Argentina,2,3
Vicky Elena,Argentina,3,7
Vicky Emilia,Argentina,2,3
Vicky Emma,Argentina,2,3
Vicky Florencia,Argentina,2,3
Vicky Guadalupe,Argentina,3,8
Vicky Jazmín,Argentina,2,6
Vicky Jessica,Argentina,2,4
Vicky Josefina,Argentina,2,5
Vicky Lara,Argentina,2,6
Vicky Lola,Argentina,1,2
Vicky Luli,Argentina,2,4
Vicky Luz,Argentina,2,4
Vicky Maitena,Argentina,2,4
Vicky Malena,Argentina,2,3
Vicky Maria,Argentina,2,4
Vicky Milagros,Argentina,1,2
Vicky Mili,Argentina,2,3
Vicky Mía,Argentina,2,6
Vicky Noelia,Argentina,2,3
Vicky Paula,Argentina,3,7
Vicky Sabrina,Argentina,3,7
Vicky Sol,Argentina,2,6
Vict,Argentina,3,10
Victi,Argentina,2,5
Victita,Argentina,3,7
Victoria,Argentina,7,49
Victoria Abril,Argentina,2,3
Victoria Agustina,Argentina,3,9
Victoria Alma,Argentina,1,2
Victoria Ariadna,Argentina,2,4
Victoria Ariana,Argentina,1,2
Victoria Bianca,Argentina,2,5
Victoria Brenda,Argentina,2,3
Victoria Camila,Argentina,3,8
Victoria Cande,Argentina,1,2
Victoria Candela,Argentina,2,3
Victoria Carolina,Argentina,2,4
Victoria Clara,Argentina,2,4
Victoria Delfina,Argentina,2,5
Victoria Emilia,Argentina,2,4
Victoria Emma,Argentina,2,3
Victoria Florencia,Argentina,2,3
Victoria Francesca,Argentina,1,2
Victoria Guadalupe,Argentina,2,3
Victoria Isabella,Argentina,3,7
Victoria Lola,Argentina,2,3
Victoria Lucía,Argentina,2,5
Victoria Luz,Argentina,1,2
Victoria Maia,Argentina,2,6
Victoria Maria,Argentina,1,2
Victoria Martina,Argentina,2,3
Victoria Micaela,Argentina,2,6
Victoria Natalia,Argentina,1,1
Victoria Olivia,Argentina,2,3
Victoria Paula,Argentina,2,4
Victoria Pilar,Argentina,1,1
Victoria Sabrina,Argentina,2,3
Victoria Sofía,Argentina,3,9
Victoria Sol,Argentina,3,7
Victoria Tini,Argentina,2,4
Victoria Vicky,Argentina,2,4
Vio,Argentina,3,9
Viol,Argentina,3,8
Violeta,Argentina,6,42
Violi,Argentina,2,6
Violita,Argentina,3,7
Zoe,Argentina,6,35
Aga,Brazil,2,6
Agat,Brazil,2,5
Agatha,Brazil,7,46
Agathainha,Brazil,3,7
Ali,Brazil,3,7
Alic,Brazil,2,3
Alice,Brazil,6,33
Aliceinha,Brazil,2,4
Alin,Brazil,2,3
Aline,Brazil,6,34
Alineinha,Brazil,2,5
Ama,Brazil,2,4
Aman,Brazil,2,4
Amanda,Brazil,6,38
Amanda Alice,Brazil,2,5
Amanda Aline,Brazil,2,3
Amanda Ana,Brazil,2,3
Amanda Antonella,Brazil,2,4
Amanda Bruna,Brazil,2,4
Amanda Carol,Brazil,2,4
Amanda Carolina,Brazil,2,5
Amanda Cecilia,Brazil,2,3
Amanda Cecília,Brazil,2,4
Amanda Clara,Brazil,2,3
Amanda Daniele,Brazil,2,4
Amanda Elisa,Brazil,1,2
Amanda Emma,Brazil,2,5
Amanda Evelyn,Brazil,2,3
Amanda Fernanda,Brazil,2,3
Amanda Gabriela,Brazil,2,5
Amanda Gabriella,Brazil,2,3
Amanda Giovanna,Brazil,2,3
Amanda Heloísa,Brazil,2,4
Amanda Julia,Brazil,2,4
Amanda Jéssica,Brazil,2,4
Amanda Letícia,Brazil,2,6
Amanda Lívia,Brazil,1,1
Amanda Manuela,Brazil,2,3
Amanda Maria,Brazil,2,6
Amanda Mariana,Brazil,1,2
Amanda Mayara,Brazil,2,3
Amanda Melissa,Brazil,2,3
Amanda Milena,Brazil,2,4
Amanda Mirella,Brazil,2,4
Amanda Natalia,Brazil,3,7
Amanda Nicole,Brazil,1,2
Amanda Patricia,Brazil,2,4
Amanda Paula,Brazil,2,3
Amanda Rayane,Brazil,2,3
Amanda Thais,Brazil,2,4
Amanda Thaís,Brazil,1,1
Amanda Valentina,Brazil,2,3
Amanda Vitoria,Brazil,2,6
Amanda Yasmin,Brazil,2,3
Amandainha,Brazil,2,4
Ana,Brazil,6,40
Ana Barbara,Brazil,2,3
Ana Bianca,Brazil,2,4
Ana Bruna,Brazil,2,3
Ana Bárbara,Brazil,1,1
Ana Camila,Brazil,2,3
Ana Camilla,Brazil,2,3
Ana Carol,Brazil,1,1
Ana Carolina,Brazil,2,3
Ana Cecilia,Brazil,2,4
Ana Cecília,Brazil,1,2
Ana Clara,Brazil,2,3
Ana Emma,Brazil,2,4
Ana Evelin,Brazil,2,5
Ana Fernanda,Brazil,2,6
Ana Gabriela,Brazil,2,3
Ana Gabriella,Brazil,1,2
Ana Helena,Brazil,2,3
Ana Heloisa,Brazil,2,3
Ana Isabela,Brazil,2,3
Ana Isabella,Brazil,2,4
Ana Laura,Brazil,1,2
Ana Leticia,Brazil,2,3
Ana Letícia,Brazil,1,2
Ana Manuela,Brazil,2,6
Ana Maria,Brazil,1,1
Ana Mayara,Brazil,2,3
Ana Maysa,Brazil,2,6
Ana Melissa,Brazil,2,3
Ana Micaela,Brazil,2,4
Ana Milena,Brazil,2,4
Ana Mirella,Brazil,2,5
Ana Patrícia,Brazil,2,3
Ana Paula,Brazil,1,1
Ana Rafaela,Brazil,1,1
Ana Raiane,Brazil,2,4
Ana Renata,Brazil,2,3
Ana Sofia,Brazil,2,5
Ana Sophia,Brazil,2,3
Ana Thaís,Brazil,2,4
Ana Victoria,Brazil,2,3
Ant,Brazil,2,6
Anto,Brazil,3,7
Antonella,Brazil,6,34
Antonellainha,Brazil,2,3
Bar,Brazil,3,7
Barb,Brazil,2,4
Barbara,Brazil,6,41
Barbarainha,Brazil,2,3
Bea,Brazil,3,10
Beat,Brazil,2,3
Beati,Brazil,3,8
Beatie,Brazil,2,4
Beatriz,Brazil,6,32
Beatrizinha,Brazil,2,4
Beaty,Brazil,2,4
Bia,Brazil,2,4
Bian,Brazil,3,8
Bianca,Brazil,6,33
Bianca Agatha,Brazil,1,2
Bianca Alice,Brazil,1,1
Bianca Aline,Brazil,2,3
Bianca Amanda,Brazil,3,7
Bianca Antonella,Brazil,2,4
Bianca Camila,Brazil,2,4
Bianca Camilla,Brazil,2,4
Bianca Carolina,Brazil,1,2
Bianca Cecilia,Brazil,3,8
Bianca Cecília,Brazil,2,5
Bianca Evelyn,Brazil,2,3
Bianca Fernanda,Brazil,2,5
Bianca Gabriela,Brazil,2,3
Bianca Gabriella,Brazil,1,2
Bianca Giovanna,Brazil,2,3
Bianca Helena,Brazil,2,3
Bianca Isabela,Brazil,2,4
Bianca Jéssica,Brazil,2,6
Bianca Júlia,Brazil,2,4
Bianca Larissa,Brazil,2,3
Bianca Letícia,Brazil,2,3
Bianca Livia,Brazil,2,3
Bianca Lorena,Brazil,2,6
Bianca Luiza,Brazil,2,3
Bianca Lívia,Brazil,3,7
Bianca Mariana,Brazil,3,7
Bianca Mayara,Brazil,3,7
Bianca Maysa,Brazil,2,4
Bianca Micaela,Brazil,1,1
Bianca Mirella,Brazil,2,3
