Name,Nationality,Weight,Frequency
Sanchez de Romero,Argentina,2,3
Sanchez de Ruiz,Argentina,2,3
Sanchez de la Juarez,Argentina,1,1
Sanchez de la Ledesma,Argentina,2,3
Sanchez de la Lopez,Argentina,2,5
Sanchez de la Pereyra,Argentina,1,2
Sanchez del Benítez,Argentina,1,2
Sanchez del Domínguez,Argentina,1,2
Sanchez del Ferreyra,Argentina,1,2
Sanchez del Juárez,Argentina,1,1
Sanchez del Ramirez,Argentina,2,4
Silva,Argentina,5,27
Silva Acosta,Argentina,1,2
Silva Alvarez,Argentina,1,2
Silva Arias,Argentina,1,2
Silva Benitez,Argentina,1,1
Silva Cabrera,Argentina,1,2
Silva Castro,Argentina,1,1
Silva Diaz,Argentina,1,1
Silva Fernandez,Argentina,1,2
Silva Fernández,Argentina,2,3
Silva Ferreyra,Argentina,2,4
Silva Flores,Argentina,2,3
Silva Franco,Argentina,2,3
Silva Gomez,Argentina,2,4
Silva Gonzalez,Argentina,2,5
Silva González,Argentina,2,3
Silva Gómez,Argentina,2,4
Silva Ibarra,Argentina,2,4
Silva Juarez,Argentina,1,2
Silva Lescano,Argentina,2,3
Silva Lopez,Argentina,1,2
Silva Lucero,Argentina,2,4
Silva Luna,Argentina,1,1
Silva Maidana,Argentina,1,1
Silva Martinez,Argentina,2,3
Silva Martínez,Argentina,2,4
Silva Medina,Argentina,1,2
Silva Morales,Argentina,1,2
Silva Núñez,Argentina,1,2
Silva Ojeda,Argentina,2,4
Silva Peralta,Argentina,2,5
Silva Pereyra,Argentina,2,6
Silva Perez,Argentina,2,3
Silva Ponce,Argentina,1,2
Silva Pérez,Argentina,1,1
Silva Ramos,Argentina,2,4
Silva Rodriguez,Argentina,2,3
Silva Rodríguez,Argentina,1,1
Silva Romero,Argentina,2,4
Silva Sanchez,Argentina,1,2
Silva Suarez,Argentina,1,1
Silva Suárez,Argentina,2,3
Silva Vega,Argentina,2,4
Silva Villalba,Argentina,2,3
Silva de Fernández,Argentina,2,4
Silva de Gonzalez,Argentina,2,3
Silva de Rodríguez,Argentina,2,4
Silva de la Cabrera,Argentina,1,1
Silva de la Castro,Argentina,2,5
Silva de la Sanchez,Argentina,2,5
Silva del Fernandez,Argentina,1,2
Silva del Martínez,Argentina,1,2
Silva del Pereyra,Argentina,1,2
Silva del Perez,Argentina,1,1
Silva Álvarez,Argentina,1,1
Sosa,Argentina,5,26
Suarez,Argentina,5,23
Suarez Acosta,Argentina,2,3
Suarez Agüero,Argentina,2,4
Suarez Benitez,Argentina,1,2
Suarez Benítez,Argentina,1,1
Suarez Bogado,Argentina,2,3
Suarez Bustos,Argentina,2,4
Suarez Cabrera,Argentina,1,2
Suarez Carrizo,Argentina,2,3
Suarez Castro,Argentina,1,2
Suarez Dominguez,Argentina,2,3
Suarez Domínguez,Argentina,2,3
Suarez Díaz,Argentina,2,3
Suarez Escobar,Argentina,1,1
Suarez Fernández,Argentina,2,3
Suarez Ferreyra,Argentina,1,1
Suarez Flores,Argentina,2,3
Suarez Giménez,Argentina,2,3
Suarez Godoy,Argentina,2,3
Suarez González,Argentina,2,3
Suarez Herrera,Argentina,2,4
Suarez Ledesma,Argentina,2,4
Suarez Lescano,Argentina,1,1
Suarez Lopez,Argentina,1,1
Suarez Luna,Argentina,2,4
Suarez López,Argentina,2,4
Suarez Mansilla,Argentina,1,1
Suarez Martinez,Argentina,1,2
Suarez Martínez,Argentina,2,4
Suarez Mendoza,Argentina,2,5
Suarez Molina,Argentina,2,4
Suarez Morales,Argentina,2,4
Suarez Navarro,Argentina,2,3
Suarez Ponce,Argentina,1,2
Suarez Pérez,Argentina,1,1
Suarez Ramirez,Argentina,3,7
Suarez Ramos,Argentina,2,3
Suarez Rojas,Argentina,2,4
Suarez Romero,Argentina,1,2
Suarez Ruiz,Argentina,1,1
Suarez Silva,Argentina,2,3
Suarez Sosa,Argentina,2,3
Suarez Suárez,Argentina,2,4
Suarez Torres,Argentina,1,2
Suarez Villagra,Argentina,1,1
Suarez de Ponce,Argentina,2,3
Suarez de Torres,Argentina,2,4
Suarez de la Cabrera,Argentina,1,2
Suarez de la Díaz,Argentina,1,1
Suarez de la Ledesma,Argentina,2,3
Suarez de la Luna,Argentina,2,3
Suarez de la Ramos,Argentina,2,3
Suarez del Escobar,Argentina,2,4
Suarez del Godoy,Argentina,2,6
Suarez del Mansilla,Argentina,2,4
Suarez del Rojas,Argentina,2,4
Suárez,Argentina,6,32
Suárez Acosta,Argentina,1,2
Suárez Aguirre,Argentina,2,3
Suárez Agüero,Argentina,1,2
Suárez Arias,Argentina,1,2
Suárez Bogado,Argentina,1,2
Suárez Bustos,Argentina,2,3
Suárez Cabrera,Argentina,2,3
Suárez Carrizo,Argentina,2,3
Suárez Castro,Argentina,2,5
Suárez Díaz,Argentina,1,2
Suárez Escobar,Argentina,2,5
Suárez Ferreyra,Argentina,2,3
Suárez Franco,Argentina,1,1
Suárez Giménez,Argentina,1,2
Suárez Herrera,Argentina,1,2
Suárez Ibarra,Argentina,1,1
Suárez Juarez,Argentina,2,3
Suárez Juárez,Argentina,1,2
Suárez Ledesma,Argentina,1,2
Suárez Lescano,Argentina,2,5
Suárez Lucero,Argentina,2,3
Suárez Luna,Argentina,1,1
Suárez López,Argentina,1,2
Suárez Maidana,Argentina,1,2
Suárez Mansilla,Argentina,2,5
Suárez Martinez,Argentina,1,1
Suárez Martínez,Argentina,2,4
Suárez Medina,Argentina,2,4
Suárez Molina,Argentina,1,2
Suárez Nunez,Argentina,2,3
Suárez Núñez,Argentina,2,3
Suárez Ortiz,Argentina,1,2
Suárez Perez,Argentina,2,5
Suárez Ponce,Argentina,2,4
Suárez Quiroga,Argentina,2,3
Suárez Ramírez,Argentina,1,2
Suárez Rodriguez,Argentina,2,5
Suárez Ruiz,Argentina,2,4
Suárez Sanchez,Argentina,2,4
Suárez Sánchez,Argentina,1,1
Suárez Torres,Argentina,3,8
Suárez Villagra,Argentina,1,1
Suárez Villalba,Argentina,2,5
Suárez Villanueva,Argentina,1,2
Suárez de Escobar,Argentina,2,3
Suárez de Medina,Argentina,2,4
Suárez de la Aguirre,Argentina,1,1
Suárez de la Juárez,Argentina,2,3
Suárez de la Ledesma,Argentina,2,3
Suárez de la Mansilla,Argentina,2,6
Suárez de la Perez,Argentina,1,1
Suárez de la Torres,Argentina,2,5
Suárez del Castro,Argentina,1,2
Suárez del Maidana,Argentina,2,3
Sánchez,Argentina,5,25
Sánchez Aguirre,Argentina,2,4
Sánchez Alvarez,Argentina,2,3
Sánchez Carrizo,Argentina,2,4
Sánchez Castro,Argentina,1,2
Sánchez Dominguez,Argentina,2,5
Sánchez Domínguez,Argentina,2,3
Sánchez Díaz,Argentina,2,4
Sánchez Escobar,Argentina,1,1
Sánchez Fernandez,Argentina,2,4
Sánchez Ferreyra,Argentina,2,6
Sánchez Giménez,Argentina,2,3
Sánchez Gomez,Argentina,1,1
Sánchez Gonzalez,Argentina,1,2
Sánchez Gómez,Argentina,2,4
Sánchez Ibarra,Argentina,2,3
Sánchez Ledesma,Argentina,1,2
Sánchez Lucero,Argentina,2,3
Sánchez Luna,Argentina,1,2
Sánchez López,Argentina,2,4
Sánchez Maidana,Argentina,1,1
Sánchez Mansilla,Argentina,2,4
Sánchez Martinez,Argentina,1,2
Sánchez Mendoza,Argentina,2,5
Sánchez Morales,Argentina,1,2
Sánchez Navarro,Argentina,1,2
Sánchez Nunez,Argentina,1,2
Sánchez Ojeda,Argentina,1,2
Sánchez Ortiz,Argentina,1,2
Sánchez Quiroga,Argentina,2,4
Sánchez Ramirez,Argentina,1,1
Sánchez Ramírez,Argentina,2,3
Sánchez Rodriguez,Argentina,1,2
Sánchez Rodríguez,Argentina,1,1
Sánchez Rojas,Argentina,2,4
Sánchez Romero,Argentina,1,2
Sánchez Ruiz,Argentina,2,3
Sánchez Sanchez,Argentina,1,2
Sánchez Silva,Argentina,2,4
Sánchez Suarez,Argentina,2,3
Sánchez Suárez,Argentina,1,1
Sánchez Torres,Argentina,2,4
Sánchez Vega,Argentina,2,3
Sánchez Villalba,Argentina,1,2
Sánchez Villanueva,Argentina,2,3
Sánchez de Dominguez,Argentina,1,2
Sánchez de Díaz,Argentina,2,4
Sánchez de Gómez,Argentina,2,4
Sánchez de Ramírez,Argentina,2,4
Sánchez de Rojas,Argentina,2,4
Sánchez de Suarez,Argentina,1,2
Sánchez de la Lucero,Argentina,2,3
Sánchez de la López,Argentina,2,3
Sánchez de la Martinez,Argentina,1,2
Sánchez de la Rodriguez,Argentina,2,3
Sánchez de Álvarez,Argentina,2,3
Sánchez del Alvarez,Argentina,1,2
Sánchez del Ferreyra,Argentina,2,3
Sánchez del Mansilla,Argentina,2,3
Sánchez del Quiroga,Argentina,2,3
Sánchez del Ruiz,Argentina,1,1
Sánchez del Vega,Argentina,2,3
Sánchez Álvarez,Argentina,1,1
Torres,Argentina,4,18
Vega,Argentina,5,30
Vega Acosta,Argentina,1,2
Vega Aguero,Argentina,2,5
Vega Aguirre,Argentina,2,3
Vega Benítez,Argentina,2,3
Vega Cabrera,Argentina,2,4
Vega Diaz,Argentina,1,1
Vega Dominguez,Argentina,2,4
Vega Domínguez,Argentina,2,4
Vega Escobar,Argentina,1,1
Vega Fernandez,Argentina,2,4
Vega Fernández,Argentina,2,3
Vega Ferreyra,Argentina,1,2
Vega Flores,Argentina,1,2
Vega Franco,Argentina,2,4
Vega Gimenez,Argentina,1,2
Vega Giménez,Argentina,1,1
Vega Godoy,Argentina,2,4
Vega Gomez,Argentina,2,3
Vega Gonzalez,Argentina,2,4
Vega González,Argentina,1,1
Vega Gómez,Argentina,2,3
Vega Ibarra,Argentina,2,3
Vega Juarez,Argentina,2,5
Vega Lescano,Argentina,2,5
Vega Lopez,Argentina,2,6
Vega Lucero,Argentina,2,4
Vega Luna,Argentina,2,3
Vega Mansilla,Argentina,1,2
Vega Medina,Argentina,2,5
Vega Morales,Argentina,2,4
Vega Navarro,Argentina,2,3
Vega Nunez,Argentina,2,4
Vega Paz,Argentina,1,2
Vega Perez,Argentina,2,3
Vega Ramirez,Argentina,1,2
Vega Rodriguez,Argentina,2,3
Vega Romero,Argentina,2,6
Vega Silva,Argentina,1,2
Vega Sosa,Argentina,2,4
Vega Suárez,Argentina,2,5
Vega Torres,Argentina,2,4
Vega Villalba,Argentina,1,2
Vega Villanueva,Argentina,2,3
Vega de Benítez,Argentina,2,3
Vega de Gomez,Argentina,1,2
Vega de Gonzalez,Argentina,2,3
Vega de González,Argentina,2,5
Vega de Medina,Argentina,1,2
Vega de Morales,Argentina,2,5
Vega de Romero,Argentina,1,2
Vega de la Domínguez,Argentina,1,1
Vega de la Giménez,Argentina,2,3
Vega de la Villalba,Argentina,2,4
Vega del Luna,Argentina,2,3
Vega del Perez,Argentina,1,2
Vega del Silva,Argentina,1,2
Vega Álvarez,Argentina,2,3
Villagra,Argentina,5,27
Villalba,Argentina,5,26
Villalba Acosta,Argentina,2,3
Villalba Aguirre,Argentina,2,3
Villalba Alvarez,Argentina,1,2
Villalba Arias,Argentina,2,3
Villalba Benitez,Argentina,1,2
Villalba Benítez,Argentina,2,4
Villalba Bogado,Argentina,2,5
Villalba Bustos,Argentina,1,2
Villalba Campos,Argentina,2,3
Villalba Carrizo,Argentina,1,2
Villalba Ferreyra,Argentina,2,3
Villalba Flores,Argentina,1,2
Villalba Giménez,Argentina,1,2
Villalba Gomez,Argentina,2,3
Villalba Gómez,Argentina,2,3
Villalba Herrera,Argentina,2,3
Villalba Ibarra,Argentina,1,2
Villalba Juárez,Argentina,2,3
Villalba Ledesma,Argentina,2,3
Villalba Lescano,Argentina,2,6
Villalba Lucero,Argentina,2,3
Villalba López,Argentina,2,4
Villalba Mansilla,Argentina,2,4
Villalba Martinez,Argentina,2,3
Villalba Martínez,Argentina,1,1
Villalba Mendoza,Argentina,2,3
Villalba Morales,Argentina,1,2
Villalba Navarro,Argentina,2,4
Villalba Núñez,Argentina,2,3
Villalba Peralta,Argentina,1,2
Villalba Perez,Argentina,1,2
Villalba Ponce,Argentina,1,2
Villalba Quiroga,Argentina,2,4
Villalba Ramirez,Argentina,2,4
Villalba Ramos,Argentina,2,3
Villalba Rodriguez,Argentina,2,4
Villalba Romero,Argentina,2,3
Villalba Sanchez,Argentina,2,3
Villalba Silva,Argentina,1,2
Villalba Suárez,Argentina,2,4
Villalba Sánchez,Argentina,1,1
Villalba Torres,Argentina,2,3
Villalba Villagra,Argentina,1,1
Villalba Villanueva,Argentina,1,2
Villalba de Benitez,Argentina,2,5
Villalba de Campos,Argentina,2,3
Villalba de Perez,Argentina,1,2
Villalba de Ponce,Argentina,1,2
Villalba de Torres,Argentina,2,3
Villalba de la Suárez,Argentina,1,1
Villalba de la Villanueva,Argentina,1,1
Villalba del Ibarra,Argentina,2,5
Villanueva,Argentina,5,26
Álvarez,Argentina,6,34
Álvarez Acosta,Argentina,1,1
Álvarez Aguero,Argentina,2,3
Álvarez Aguirre,Argentina,2,3
Álvarez Benítez,Argentina,1,2
Álvarez Bogado,Argentina,1,2
Álvarez Cabrera,Argentina,1,1
Álvarez Dominguez,Argentina,2,3
Álvarez Escobar,Argentina,1,2
Álvarez Fernandez,Argentina,1,2
Álvarez Fernández,Argentina,2,3
Álvarez Ferreyra,Argentina,2,4
Álvarez Franco,Argentina,2,4
Álvarez Giménez,Argentina,1,1
Álvarez Godoy,Argentina,1,1
Álvarez Gomez,Argentina,1,2
Álvarez Gonzalez,Argentina,1,2
Álvarez González,Argentina,2,4
Álvarez Gómez,Argentina,2,5
Álvarez Herrera,Argentina,2,3
Álvarez Juarez,Argentina,1,1
Álvarez Juárez,Argentina,1,1
Álvarez Ledesma,Argentina,2,3
Álvarez Lucero,Argentina,1,2
Álvarez Maidana,Argentina,2,4
Álvarez Martínez,Argentina,1,2
Álvarez Navarro,Argentina,2,3
Álvarez Ojeda,Argentina,2,4
Álvarez Ortiz,Argentina,1,1
Álvarez Pereyra,Argentina,1,2
Álvarez Perez,Argentina,1,2
Álvarez Pérez,Argentina,1,2
Álvarez Ramirez,Argentina,2,4
Álvarez Ramírez,Argentina,2,3
Álvarez Rodriguez,Argentina,1,2
Álvarez Rodríguez,Argentina,2,3
Álvarez Rojas,Argentina,1,2
Álvarez Romero,Argentina,1,2
Álvarez Ruiz,Argentina,1,2
Álvarez Silva,Argentina,2,4
Álvarez Suarez,Argentina,2,4
Álvarez Vega,Argentina,1,2
Álvarez Villagra,Argentina,3,8
Álvarez Villalba,Argentina,1,2
Álvarez Villanueva,Argentina,1,2
Álvarez de Giménez,Argentina,1,1
Álvarez de la Benítez,Argentina,2,3
Álvarez de la Gomez,Argentina,2,3
Álvarez de la Juarez,Argentina,2,4
Álvarez del Aguero,Argentina,1,1
Álvarez del Navarro,Argentina,2,3
Álvarez del Ortiz,Argentina,2,4
Aguiar,Brazil,4,15
Aguiar Almeida,Brazil,1,2
Aguiar Barbosa,Brazil,1,1
Aguiar Barros,Brazil,1,1
Aguiar Batista,Brazil,1,2
Aguiar Bittencourt,Brazil,1,2
Aguiar Borges,Brazil,1,2
Aguiar Brandao,Brazil,1,2
Aguiar Brandão,Brazil,2,3
Aguiar Campos,Brazil,1,1
Aguiar Carvalho,Brazil,1,1
Aguiar Castro,Brazil,2,3
Aguiar Correia,Brazil,1,2
Aguiar Costa,Brazil,1,1
Aguiar Cunha,Brazil,2,3
Aguiar Dias,Brazil,1,1
Aguiar Drummond,Brazil,1,1
Aguiar Duarte,Brazil,1,2
Aguiar Farias,Brazil,2,5
Aguiar Ferreira,Brazil,1,1
Aguiar Figueiredo,Brazil,1,2
Aguiar Fonseca,Brazil,2,4
Aguiar Freitas,Brazil,1,2
Aguiar Guimaraes,Brazil,1,2
Aguiar Leite,Brazil,2,3
Aguiar Lima,Brazil,2,3
Aguiar Lopes,Brazil,1,2
Aguiar Macedo,Brazil,1,2
Aguiar Matos,Brazil,1,2
Aguiar Melo,Brazil,1,1
Aguiar Mendes,Brazil,1,1
Aguiar Menezes,Brazil,1,2
Aguiar Moraes,Brazil,1,2
Aguiar Motta,Brazil,1,2
Aguiar Moura,Brazil,1,1
Aguiar Neves,Brazil,1,2
Aguiar Nogueira,Brazil,1,1
Aguiar Pacheco,Brazil,1,1
Aguiar Porto,Brazil,1,1
Aguiar Queiroz,Brazil,1,1
Aguiar Ramos,Brazil,1,1
Aguiar Ribeiro,Brazil,2,3
Aguiar Rodrigues,Brazil,2,3
Aguiar Siqueira,Brazil,2,5
Aguiar Souza,Brazil,1,1
Aguiar Tavares,Brazil,1,1
Aguiar Teixeira,Brazil,1,1
Aguiar Torres,Brazil,1,1
Aguiar Vieira,Brazil,1,1
Aguiar Xavier,Brazil,1,2
Aguiar da Carvalho,Brazil,1,1
Aguiar da Duarte,Brazil,1,1
Aguiar da Ferreira,Brazil,2,3
Aguiar da Fonseca,Brazil,2,3
Aguiar da Leite,Brazil,1,1
Aguiar da Mendes,Brazil,1,2
Aguiar da Queiroz,Brazil,1,1
Aguiar da Ramos,Brazil,2,4
Aguiar da Teixeira,Brazil,1,2
Aguiar da Vieira,Brazil,1,2
Aguiar da Xavier,Brazil,2,3
Aguiar das Barbosa,Brazil,1,2
Aguiar das Brandao,Brazil,1,1
Aguiar das Cunha,Brazil,1,2
Aguiar das Drummond,Brazil,2,3
Aguiar das Farias,Brazil,1,1
Aguiar das Figueiredo,Brazil,2,4
Aguiar das Guimaraes,Brazil,2,4
Aguiar das Macedo,Brazil,2,3
Aguiar das Matos,Brazil,1,2
Aguiar de Campos,Brazil,2,6
Aguiar de Lima,Brazil,1,1
Aguiar de Neves,Brazil,1,2
Aguiar de Pacheco,Brazil,1,2
Aguiar de Porto,Brazil,1,1
Aguiar de Ribeiro,Brazil,1,2
Aguiar de Rodrigues,Brazil,2,3
Aguiar de Siqueira,Brazil,2,3
Aguiar de Torres,Brazil,1,1
Aguiar do Almeida,Brazil,1,1
Aguiar do Bittencourt,Brazil,1,1
Aguiar do Brandão,Brazil,1,1
Aguiar do Castro,Brazil,2,3
Aguiar do Correia,Brazil,1,1
Aguiar do Freitas,Brazil,2,3
Aguiar do Lopes,Brazil,1,1
Aguiar do Moraes,Brazil,1,2
Aguiar do Motta,Brazil,1,1
Aguiar do Moura,Brazil,1,1
Aguiar do Nogueira,Brazil,1,1
Aguiar do Souza,Brazil,1,1
Aguiar do Tavares,Brazil,1,2
Aguiar dos Barros,Brazil,1,2
Aguiar dos Batista,Brazil,1,1
Aguiar dos Borges,Brazil,2,3
Aguiar dos Costa,Brazil,1,2
Aguiar dos Dias,Brazil,1,2
Aguiar dos Melo,Brazil,1,1
Aguiar dos Menezes,Brazil,1,1
Almeida,Brazil,3,10
Almeida Alves,Brazil,1,1
Almeida Andrade,Brazil,1,2
Almeida Assis,Brazil,1,1
Almeida Azevedo,Brazil,1,2
Almeida Barbosa,Brazil,2,5
Almeida Bezerra,Brazil,1,1
Almeida Bittencourt,Brazil,1,2
Almeida Brandao,Brazil,1,1
Almeida Brandão,Brazil,1,1
Almeida Campos,Brazil,1,1
Almeida Cardoso,Brazil,1,2
Almeida Castro,Brazil,1,2
Almeida Cavalcanti,Brazil,1,1
Almeida Coelho,Brazil,1,2
Almeida Correia,Brazil,1,1
Almeida Costa,Brazil,1,2
Almeida Dias,Brazil,1,1
Almeida Drummond,Brazil,1,1
Almeida Farias,Brazil,1,2
Almeida Guimarães,Brazil,1,1
Almeida Leite,Brazil,2,4
Almeida Lima,Brazil,1,1
Almeida Lopes,Brazil,2,3
Almeida Macedo,Brazil,2,3
Almeida Machado,Brazil,2,5
Almeida Matos,Brazil,1,1
Almeida Melo,Brazil,2,3
Almeida Moraes,Brazil,1,1
Almeida Moreira,Brazil,1,2
Almeida Nascimento,Brazil,2,3
Almeida Neves,Brazil,2,3
Almeida Nogueira,Brazil,1,2
Almeida Oliveira,Brazil,1,1
Almeida Pacheco,Brazil,2,4
Almeida Pinto,Brazil,2,3
Almeida Porto,Brazil,1,2
Almeida Prado,Brazil,1,1
Almeida Queiroz,Brazil,1,1
Almeida Ramos,Brazil,1,2
Almeida Rezende,Brazil,1,2
Almeida Ribeiro,Brazil,1,1
Almeida Rocha,Brazil,1,1
Almeida Rodrigues,Brazil,1,2
Almeida Sales,Brazil,1,2
Almeida Santos,Brazil,1,1
Almeida Silva,Brazil,1,1
Almeida Siqueira,Brazil,1,1
Almeida Souza,Brazil,2,4
Almeida Teixeira,Brazil,1,2
Almeida Vieira,Brazil,1,2
Almeida da Azevedo,Brazil,1,1
Almeida da Barbosa,Brazil,1,1
Almeida da Cavalcanti,Brazil,1,2
Almeida da Dias,Brazil,1,1
Almeida da Drummond,Brazil,1,1
Almeida da Macedo,Brazil,1,1
Almeida da Oliveira,Brazil,1,2
Almeida da Pinto,Brazil,1,1
Almeida da Porto,Brazil,1,2
Almeida da Santos,Brazil,1,1
Almeida da Vieira,Brazil,1,2
Almeida das Bezerra,Brazil,2,3
Almeida das Cardoso,Brazil,1,1
Almeida das Costa,Brazil,1,2
Almeida das Lopes,Brazil,1,2
Almeida das Melo,Brazil,1,1
Almeida das Queiroz,Brazil,2,3
Almeida das Rodrigues,Brazil,2,3
Almeida das Silva,Brazil,1,1
Almeida de Andrade,Brazil,1,2
Almeida de Brandão,Brazil,1,2
Almeida de Castro,Brazil,1,1
Almeida de Farias,Brazil,2,3
Almeida de Matos,Brazil,1,2
Almeida de Moreira,Brazil,1,2
Almeida de Nascimento,Brazil,1,1
Almeida de Nogueira,Brazil,1,1
Almeida de Ramos,Brazil,1,1
Almeida de Rezende,Brazil,1,1
Almeida de Rocha,Brazil,1,1
Almeida do Bittencourt,Brazil,1,2
Almeida do Brandao,Brazil,1,1
Almeida do Campos,Brazil,1,2
Almeida do Coelho,Brazil,1,1
Almeida do Leite,Brazil,1,1
Almeida do Lima,Brazil,1,2
Almeida do Machado,Brazil,2,3
Almeida do Moraes,Brazil,1,2
Almeida do Prado,Brazil,2,3
Almeida do Sales,Brazil,1,1
Almeida do Siqueira,Brazil,2,3
Almeida do Souza,Brazil,1,2
Almeida do Teixeira,Brazil,1,1
Almeida dos Alves,Brazil,2,3
Almeida dos Assis,Brazil,1,2
Almeida dos Correia,Brazil,1,2
Almeida dos Guimarães,Brazil,1,1
Almeida dos Neves,Brazil,1,1
Almeida dos Pacheco,Brazil,2,3
Almeida dos Ribeiro,Brazil,1,2
Alves,Brazil,4,18
Alves Aguiar,Brazil,2,4
Alves Almeida,Brazil,1,1
Alves Andrade,Brazil,1,1
Alves Araujo,Brazil,2,3
Alves Assis,Brazil,1,1
Alves Azevedo,Brazil,1,1
Alves Barbosa,Brazil,1,1
Alves Batista,Brazil,1,2
Alves Brandão,Brazil,1,2
Alves Carvalho,Brazil,2,3
Alves Cavalcanti,Brazil,2,4
Alves Coelho,Brazil,1,2
Alves Correia,Brazil,2,3
Alves Costa,Brazil,1,2
Alves Cunha,Brazil,1,2
Alves Dias,Brazil,2,3
Alves Diniz,Brazil,1,1
Alves Drummond,Brazil,1,1
Alves Farias,Brazil,1,2
Alves Fernandes,Brazil,1,2
Alves Figueiredo,Brazil,1,1
Alves Fonseca,Brazil,1,1
Alves Franco,Brazil,1,1
Alves Guimaraes,Brazil,1,2
Alves Leite,Brazil,1,2
Alves Lopes,Brazil,1,1
Alves Macedo,Brazil,1,1
Alves Machado,Brazil,2,4
Alves Marques,Brazil,1,1
Alves Matos,Brazil,1,1
Alves Mendes,Brazil,2,4
Alves Menezes,Brazil,1,1
Alves Moraes,Brazil,1,2
Alves Motta,Brazil,2,4
Alves Nascimento,Brazil,1,1
Alves Nogueira,Brazil,1,2
Alves Oliveira,Brazil,1,1
Alves Pacheco,Brazil,1,2
Alves Pereira,Brazil,1,2
Alves Porto,Brazil,1,1
Alves Prado,Brazil,1,2
Alves Queiroz,Brazil,1,2
Alves Ramos,Brazil,1,1
Alves Rezende,Brazil,1,2
Alves Sales,Brazil,1,1
Alves Santana,Brazil,1,1
Alves Santos,Brazil,1,1
Alves Silva,Brazil,1,2
Alves Tavares,Brazil,1,1
Alves da Aguiar,Brazil,1,2
Alves da Azevedo,Brazil,1,2
Alves da Correia,Brazil,1,2
Alves da Cunha,Brazil,1,1
Alves da Diniz,Brazil,1,1
Alves da Farias,Brazil,1,1
Alves da Franco,Brazil,1,2
Alves da Machado,Brazil,1,2
Alves da Nogueira,Brazil,1,2
Alves da Oliveira,Brazil,1,1
Alves da Prado,Brazil,2,3
Alves da Queiroz,Brazil,1,2
Alves da Silva,Brazil,2,5
Alves das Araujo,Brazil,1,1
Alves das Dias,Brazil,1,1
Alves das Fonseca,Brazil,1,2
Alves das Macedo,Brazil,1,1
Alves das Mendes,Brazil,1,2
Alves das Rezende,Brazil,1,2
Alves das Sales,Brazil,1,1
Alves das Tavares,Brazil,1,2
Alves de Batista,Brazil,1,1
Alves de Moraes,Brazil,2,4
Alves de Motta,Brazil,1,1
Alves de Pereira,Brazil,1,1
Alves de Santos,Brazil,1,1
Alves do Barbosa,Brazil,1,1
Alves do Cavalcanti,Brazil,1,1
Alves do Fernandes,Brazil,1,1
Alves do Guimaraes,Brazil,1,1
Alves do Leite,Brazil,1,2
Alves do Lopes,Brazil,2,3
Alves do Menezes,Brazil,2,3
Alves do Ramos,Brazil,2,3
Alves do Santana,Brazil,2,4
Alves dos Almeida,Brazil,1,2
Alves dos Andrade,Brazil,1,1
Alves dos Assis,Brazil,1,1
Alves dos Brandão,Brazil,1,2
Alves dos Carvalho,Brazil,1,2
Alves dos Coelho,Brazil,1,1
Alves dos Costa,Brazil,2,3
Alves dos Drummond,Brazil,1,2
Alves dos Figueiredo,Brazil,1,1
Alves dos Marques,Brazil,1,1
Alves dos Matos,Brazil,2,3
Alves dos Nascimento,Brazil,1,1
Alves dos Pacheco,Brazil,1,2
Alves dos Porto,Brazil,1,1
Amorim,Brazil,3,9
Amorim Aguiar,Brazil,1,1
Amorim Almeida,Brazil,1,2
Amorim Araujo,Brazil,1,2
Amorim Assis,Brazil,1,2
Amorim Azevedo,Brazil,1,1
Amorim Barbosa,Brazil,1,1
Amorim Batista,Brazil,2,3
Amorim Bezerra,Brazil,1,1
Amorim Bittencourt,Brazil,1,1
Amorim Borges,Brazil,1,2
Amorim Brandao,Brazil,1,1
Amorim Brandão,Brazil,1,2
Amorim Castro,Brazil,1,1
Amorim Cavalcanti,Brazil,1,1
Amorim Correia,Brazil,1,2
Amorim Costa,Brazil,1,1
Amorim Cunha,Brazil,1,1
Amorim Damasceno,Brazil,1,1
Amorim Dias,Brazil,2,3
Amorim Duarte,Brazil,1,1
Amorim Ferreira,Brazil,1,2
Amorim Figueiredo,Brazil,2,3
Amorim Fonseca,Brazil,1,2
Amorim Gomes,Brazil,1,2
Amorim Lopes,Brazil,1,1
Amorim Macedo,Brazil,1,2
Amorim Machado,Brazil,1,1
Amorim Matos,Brazil,1,1
Amorim Melo,Brazil,2,3
Amorim Mendes,Brazil,1,2
Amorim Monteiro,Brazil,1,1
Amorim Motta,Brazil,1,1
Amorim Moura,Brazil,1,1
Amorim Nascimento,Brazil,1,2
Amorim Nogueira,Brazil,2,3
Amorim Pacheco,Brazil,1,2
Amorim Paiva,Brazil,1,1
Amorim Peixoto,Brazil,1,1
Amorim Porto,Brazil,1,1
Amorim Prado,Brazil,1,1
Amorim Queiroz,Brazil,1,1
Amorim Rezende,Brazil,2,3
Amorim Ribeiro,Brazil,2,3
Amorim Rocha,Brazil,1,2
Amorim Santana,Brazil,1,2
Amorim Santos,Brazil,1,2
Amorim Silva,Brazil,1,1
Amorim Tavares,Brazil,1,2
Amorim Teixeira,Brazil,1,1
Amorim Vieira,Brazil,1,2
Amorim da Araujo,Brazil,1,1
Amorim da Barbosa,Brazil,2,3
